# Energy
#
# simulation setup: 
#   using    acoustic wavefield
#   using     elastic wavefield  -  P-SV waves
#
#   NTSTEP_BETWEEN_OUTPUT_ENERGY :      50
#
# format:
#time  #E_kin(kinetic energy)  #E_pot(potential energy)  #E_tot(total energy)
  -2.35333337E-05   3.12330184E+12   3.77785260E+12   6.90115471E+12
  -1.35333330E-05   1.06296901E+14   1.51762636E+14   2.58059536E+14
  -3.53333326E-06   9.47775936E+14   2.59417333E+14   1.20719330E+15
   6.46666649E-06   4.96415743E+14   6.45284208E+14   1.14170002E+15
   1.64666671E-05   5.54799146E+14   5.95617810E+14   1.15041692E+15
   2.64666669E-05   7.10178010E+14   4.39865888E+14   1.15004393E+15
   3.64666666E-05   4.22639244E+14   7.27984877E+14   1.15062415E+15
   4.64666664E-05   6.76969054E+14   4.73002936E+14   1.14997199E+15
   5.64666661E-05   5.23108193E+14   6.27062608E+14   1.15017077E+15
   6.64666659E-05   6.19449913E+14   5.30502247E+14   1.14995213E+15
   7.64666693E-05   5.27385141E+14   6.22704021E+14   1.15008916E+15
   8.64666654E-05   6.04464705E+14   5.45376457E+14   1.14984113E+15
   9.64666688E-05   5.69502597E+14   5.80300145E+14   1.14980274E+15
   1.06466665E-04   5.69465217E+14   5.80248807E+14   1.14971402E+15
   1.16466668E-04   5.82027057E+14   5.67638246E+14   1.14966530E+15
   1.26466664E-04   5.67165330E+14   5.82494806E+14   1.14966020E+15
   1.36466668E-04   5.80480869E+14   5.69102159E+14   1.14958303E+15
   1.46466671E-04   5.73910911E+14   5.75606819E+14   1.14951766E+15
   1.56466660E-04   5.59413920E+14   5.90095220E+14   1.14950907E+15
   1.66466663E-04   6.10790856E+14   5.38543701E+14   1.14933459E+15
   1.76466667E-04   5.34862914E+14   6.14693438E+14   1.14955632E+15
   1.86466670E-04   5.93958946E+14   5.55387154E+14   1.14934613E+15
   1.96466674E-04   5.72492364E+14   5.76676602E+14   1.14916897E+15
   2.06466662E-04   5.66485248E+14   5.82767872E+14   1.14925312E+15
   2.16466666E-04   5.81121625E+14   5.67921445E+14   1.14904307E+15
   2.26466669E-04   5.65467408E+14   5.83423056E+14   1.14889046E+15
   2.36466673E-04   5.86070702E+14   5.62911265E+14   1.14898200E+15
   2.46466661E-04   5.47662554E+14   6.01204892E+14   1.14886751E+15
   2.56466679E-04   5.93644541E+14   5.54901050E+14   1.14854566E+15
   2.66466668E-04   5.68156595E+14   5.80376448E+14   1.14853304E+15
   2.76466657E-04   5.63392805E+14   5.85049171E+14   1.14844204E+15
   2.86466675E-04   5.94488301E+14   5.53733658E+14   1.14822193E+15
   2.96466664E-04   5.52650622E+14   5.95588886E+14   1.14823951E+15
   3.06466653E-04   5.90902876E+14   5.57164498E+14   1.14806731E+15
   3.16466670E-04   5.53457203E+14   5.94604936E+14   1.14806221E+15
   3.26466659E-04   5.87875863E+14   5.59986527E+14   1.14786236E+15
   3.36466677E-04   5.80892850E+14   5.66747980E+14   1.14764076E+15
   3.46466666E-04   5.47175612E+14   6.00725869E+14   1.14790141E+15
   3.56466655E-04   6.02700278E+14   5.44907232E+14   1.14760748E+15
   3.66466673E-04   5.33747699E+14   6.13819613E+14   1.14756735E+15
   3.76466662E-04   6.20153952E+14   5.27378531E+14   1.14753245E+15
   3.86466680E-04   5.21739608E+14   6.25819349E+14   1.14755889E+15
   3.96466668E-04   6.22241574E+14   5.24930534E+14   1.14717207E+15
   4.06466657E-04   5.26095644E+14   6.21449824E+14   1.14754547E+15
   4.16466675E-04   6.08041003E+14   5.39180732E+14   1.14722174E+15
   4.26466664E-04   5.48132887E+14   5.99057609E+14   1.14719046E+15
   4.36466653E-04   5.98972784E+14   5.48215431E+14   1.14718818E+15
   4.46466671E-04   5.53990685E+14   5.93199677E+14   1.14719033E+15
   4.56466660E-04   5.81124980E+14   5.65831742E+14   1.14695679E+15
   4.66466678E-04   5.74106735E+14   5.72881394E+14   1.14698820E+15
   4.76466666E-04   5.71733766E+14   5.75177994E+14   1.14691169E+15
   4.86466655E-04   5.65388421E+14   5.81568570E+14   1.14695706E+15
   4.96466644E-04   5.98373569E+14   5.48463935E+14   1.14683747E+15
   5.06466662E-04   5.56352145E+14   5.90467138E+14   1.14681935E+15
   5.16466680E-04   5.81236783E+14   5.65623839E+14   1.14686069E+15
   5.26466640E-04   5.67142110E+14   5.79567115E+14   1.14670929E+15
   5.36466658E-04   5.90699133E+14   5.55876880E+14   1.14657601E+15
   5.46466676E-04   5.51183219E+14   5.95659820E+14   1.14684297E+15
   5.56466694E-04   5.90730809E+14   5.55867552E+14   1.14659843E+15
   5.66466653E-04   5.81589977E+14   5.64810345E+14   1.14640032E+15
